Feature_name	Primary_SGDID	Feature_type	Feature_qualifier	Alias	Parent_feature_name	Secondary_SGDID	Genetic_position	Coordinate_version	Sequence_version	Description
YCR066W	S000000662	ORF	Verified	E3 ubiquitin-protein ligase RAD18	chromosome 3	L000001567	67	2011-02-03	1997-01-28	E3 ubiquitin ligase; forms heterodimer with Rad6p to monoubiquitinate PCNA-K164; heterodimer binds single-stranded DNA and has single-stranded DNA dependent ATPase activity; required for postreplication repair; SUMO-targeted ubiquitin ligase (STUbl) that contains a SUMO-interacting motif (SIM) which stimulates its ubiquitin ligase activity towards the sumoylated form of PCNA
YCR067C	S000000663	ORF	Verified		chromosome 3	L000001860	NA	2011-02-03	1997-01-28	Integral ER membrane protein that stimulates Sar1p GTPase activity; involved in COPII vesicle budding through disassociation of coat proteins from membranes onto liposomes; binds Sec16p; SED4 has a paralog, SEC12, that arose from the whole genome duplication
YCR068W	S000000664	ORF	Verified	triglyceride lipase ATG15|CVT17|AUT5	chromosome 3	L000004767|L000004751	NA	2011-02-03	2000-09-13|1997-01-28	Phospholipase; preferentially hydrolyses phosphatidylserine, with minor activity against cardiolipin and phosphatidylethanolamine; required for lysis of autophagic and CVT bodies; targeted to intravacuolar vesicles during autophagy via the multivesicular body (MVB) pathway; required for the maintenance of lipid droplet quantity after the diauxic shift; regulates lipolysis; expression regulated by Yap1p during autophagy
YCR069W	S000000665	ORF	Verified	peptidylprolyl isomerase family protein CPR4|SCC3|YCR070W|CYP4	chromosome 3	L000001804	NA	2011-02-03	1997-01-28	Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; has a potential role in the secretory pathway; CPR4 has a paralog, CPR8, that arose from the whole genome duplication
YCR071C	S000000667	ORF	Verified	mitochondrial 54S ribosomal protein IMG2	chromosome 3	L000004446	NA	2011-02-03	2000-09-13|1997-01-28	Mitochondrial ribosomal protein of the large subunit; conserved in metazoa, with similarity to human mitochondrial ribosomal protein MRPL49
YCR072C	S000000668	ORF	Verified		chromosome 3		NA	2011-02-03	2000-09-13|1997-01-28	WD-repeat protein involved in ribosome biogenesis; may interact with ribosomes; required for maturation and efficient intra-nuclear transport or pre-60S ribosomal subunits, localizes to the nucleolus
YCR073C	S000000669	ORF	Verified	mitogen-activated protein kinase kinase kinase SSK22	chromosome 3	L000002827	NA	2011-02-03	2000-09-13|1997-01-28	MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; functionally redundant with Ssk2p; interacts with and is activated by Ssk1p; phosphorylates Pbs2p; SSK22 has a paralog, SSK2, that arose from the whole genome duplication
YCR073W-A	S000000718	ORF	Verified	YCRX13W	chromosome 3	L000003116	NA	2011-02-03	2000-09-13|1997-01-28	Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL2 has a paralog, SOL1, that arose from the whole genome duplication
YCR075C	S000000671	ORF	Verified	cystinosin-like protein ERS1	chromosome 3	L000000582	NA	2011-02-03	1997-01-28	Protein involved in cystine transport; localizes to the vacuole, plasma membrane and endosome; similarity to human cystinosin, a H(+)-driven transporter involved in L-cystine export from lysosomes and implicated in the disease cystinosis; contains seven transmembrane domains; mutation is functionally complemented by human CTNS
YCR075W-A	S000028519	ORF	Verified		chromosome 3		NA	2011-02-03	2003-07-29	Component of the EGO and GSE complexes; identified by homology to Ashbya gossypii; YCR075W-A has a paralog, YNR034W-A, that arose from the whole genome duplication
YCR076C	S000000672	ORF	Verified		chromosome 3		NA	2011-02-03	1997-01-28	Proteasome-binding protein; interacts physically with multiple subunits of the 20S proteasome and genetically with genes encoding 20S core particle and 19S regulatory particle subunits; exhibits boundary activity which blocks the propagation of heterochromatic silencing; contains a PI31 proteasome regulator domain and sequence similarity with human PSMF1, a proteasome inhibitor; not an essential gene
YCR077C	S000000673	ORF	Verified	MRT1	chromosome 3	L000001183|L000003214	NA	2011-02-03	2000-09-13|1997-01-28|2011-02-03	Deadenylation-dependent mRNA-decapping factor; also required for faithful chromosome transmission, maintenance of rDNA locus stability, and protection of mRNA 3'-UTRs from trimming; associated with topoisomerase II; binds to mRNAs under glucose starvation, most often in the 3' UTR; functionally linked to Pab1p; forms cytoplasmic foci upon DNA replication stress; phosphorylation by PKA inhibits P body foci formation
YCR079W	S000002133	ORF	Verified	type 2C protein phosphatase PTC6|PPP2|AUP1	chromosome 3		NA	2011-02-03	2000-09-13|1997-01-28	Mitochondrial type 2C protein phosphatase (PP2C); has similarity to mammalian PP1Ks; involved in mitophagy; null mutant is sensitive to rapamycin and has decreased phosphorylation of the Pda1 subunit of pyruvate dehydrogenase
YCR081W	S000000677	ORF	Verified	MED12|YCR080W|SSN5|NUT6|GIG1	chromosome 3	L000003007	NA	2011-02-03	2000-09-13|1997-01-28	Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation; involved in glucose repression
YCR081C-A	S000028609	ORF	Dubious		chromosome 3		NA	2011-02-03	2003-07-29	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with SRB8/YCR081W; identified by gene-trapping, microarray expression analysis, and genome-wide homology searching
YCR082W	S000000678	ORF	Verified		chromosome 3		NA	2011-02-03	1997-01-28	Component of the ADA histone acetyltransferase complex; Ahc2p and Ahc1p are unique to the ADA complex and not shared with the related SAGA and SLIK complexes; may tether Ahc1p to the complex
YCR083W	S000000679	ORF	Verified		chromosome 3		NA	2011-02-03	1997-01-28	Mitochondrial thioredoxin; highly conserved oxidoreductase required to maintain the redox homeostasis of the cell, forms the mitochondrial thioredoxin system with Trr2p, redox state is maintained by both Trr2p and Glr1p
YCR084C	S000000680	ORF	Verified	chromatin-silencing transcriptional regulator TUP1|UMR7|SFL2|ROX4|FLK1|CYC9|CRT4|AMM1|AER2|AAR1	chromosome 3	L000002391	77	2011-02-03	1997-01-28	General repressor of transcription; forms complex with Cyc8p, involved in the establishment of repressive chromatin structure through interactions with histones H3 and H4, appears to enhance expression of some genes
YCR085W	S000000681	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	1997-01-28	Putative protein of unknown function; conserved among S. cerevisiae strains; YCR085W is not an essential gene
YCR086W	S000000682	ORF	Verified		chromosome 3	S000007653	NA	2011-02-03	1997-01-28	Nucleolar protein that mediates homolog segregation during meiosis I; forms a complex with Lrs4p and then Mam1p at kinetochores; required for condensin recruitment to the replication fork barrier site and rDNA repeat segregation
YCR087W	S000000683	ORF	Dubious		chromosome 3		NA	2011-02-03	1997-01-28	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps uncharacterized gene YCR087C-A; YCR087W is not an essential gene
YCR087C-A	S000007223	ORF	Uncharacterized	LUG1	chromosome 3		NA	2011-02-03	1999-07-17	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; YCR087C-A is not an essential gene
YCR088W	S000000684	ORF	Verified		chromosome 3	L000000013	80	2011-02-03	1997-01-28	Actin-binding protein of the cortical actin cytoskeleton; important for activation of the Arp2/3 complex that plays a key role actin in cytoskeleton organization; inhibits barbed-end actin filament elongation; phosphorylation within its Proline-Rich Regio, mediated by Cdc28p and Pho85p, protects Abp1p from proteolysis mediated by its own PEST sequences; mammalian homolog of HIP-55 (hematopoietic progenitor kinase 1 [HPK1]-interacting protein of 55 kDa)
YCR089W	S000000685	ORF	Verified		chromosome 3	L000003312	NA	2011-02-03	2000-09-13|1997-01-28	Cell wall adhesin, expressed specifically during mating; may be involved in maintenance of cell wall integrity during mating; FIG2 has a paralog, AGA1, that arose from the whole genome duplication
YCR090C	S000000686	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	1997-01-28	Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; YCR090C is not an essential gene
YCR091W	S000000687	ORF	Verified	putative serine/threonine protein kinase KIN82|FPK2	chromosome 3	L000000906	NA	2011-02-03	2000-09-13|1997-01-28|2011-02-03	Putative serine/threonine protein kinase; implicated in the regulation of phospholipid asymmetry through the activation of phospholipid translocases (flippases); involved in the phosphorylation of upstream inhibitory kinase Ypk1p along with Fpk1p; has a redundant role in the cellular response to mating pheromone; KIN82 has a paralog, FPK1, that arose from the whole genome duplication
YCR092C	S000000688	ORF	Verified	mismatch repair protein MSH3	chromosome 3	L000001191	NA	2011-02-03	2007-09-06|1997-01-28	Mismatch repair protein; forms dimers with Msh2p that mediate repair of insertion or deletion mutations and removal of nonhomologous DNA ends, contains a PCNA (Pol30p) binding motif required for genome stability
YCR093W	S000000689	ORF	Verified	CCR4-NOT core subunit CDC39|SMD6|ROS1|NOT1	chromosome 3	L000000274	91	2011-02-03	2000-09-13|1997-01-28	Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p, resulting in processing body disassembly
YCR094W	S000000690	ORF	Verified	aminophospholipid translocase regulatory protein CDC50	chromosome 3	L000004326	NA	2011-02-03	1997-01-28	Endosomal protein that interacts with phospholipid flippase Drs2p; interaction with Cdc50p is essential for Drs2p catalytic activity; mutations affect cell polarity and polarized growth; similar to Lem3p; CDC50 has a paralog, YNR048W, that arose from the whole genome duplication
YCR095C	S000000691	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	1997-01-28	Cytoplasmic protein required for replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts
YCR095W-A	S000029724	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	2004-08-27	Putative protein of unknown function
YCR096C	S000000692	ORF	Verified|silenced_gene	homeodomain  mating type protein a2|A2	chromosome 3		NA	2011-02-03	1997-01-28	Silenced copy of a2 at HMR; similarity to Alpha2p; required along with a1p for inhibiting expression of the HO endonuclease in a/alpha HO/HO diploid cells with an active mating-type interconversion system
YCR097W	S000000694	ORF	Verified|silenced_gene	YCR097WB	chromosome 3	S000007657	NA	2011-02-03	1997-01-28	Silenced copy of a1 at HMR; homeobox corepressor that interacts with Alpha2p to repress haploid-specific gene transcription in diploid cells
YCR097W-A	S000007632	ORF	Dubious		chromosome 3		NA	2011-02-03	2000-07-12	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; identified by homology to a hemiascomycetous yeast protein
YCR098C	S000000695	ORF	Verified		chromosome 3	L000003211	NA	2011-02-03	1997-01-28	Plasma membrane permease; mediates uptake of glycerophosphoinositol and glycerophosphocholine as sources of the nutrients inositol and phosphate; expression and transport rate are regulated by phosphate and inositol availability
YCR099C	S000000696	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	1997-01-28	Putative protein of unknown function
YCR100C	S000000697	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	1997-01-28	Putative protein of unknown function
YCR101C	S000000698	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	1997-01-28	Putative protein of unknown function; localizes to the membrane fraction; YCR101C is not an essential gene
YCR102C	S000000699	ORF	Uncharacterized		chromosome 3		NA	2011-02-03	1997-01-28	Putative protein of unknown function; involved in copper metabolism; similar to C. carbonum toxD gene; member of the quinone oxidoreductase family
YCR102W-A	S000007231	ORF	Dubious		chromosome 3		NA	2011-02-03	1999-07-17	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
YCR104W	S000000701	ORF	Verified	seripauperin PAU3	chromosome 3	L000002739	NA	2011-02-03	1997-01-28	Member of the seripauperin multigene family; encoded mainly in subtelomeric region; active during alcoholic fermentation; regulated by anaerobiosis; negatively regulated by oxygen; repressed by heme
YCR105W	S000000702	ORF	Verified	NADP-dependent alcohol dehydrogenase|ADHVII	chromosome 3		NA	2011-02-03	1997-01-28	NADPH-dependent medium chain alcohol dehydrogenase; has broad substrate specificity; member of the cinnamyl family of alcohol dehydrogenases; may be involved in fusel alcohol synthesis or in aldehyde tolerance
