Feature name (mandatory)	Gene name (locus name)	Chromosome	Start Coordinate	Stop Coordinate	Strand	Description	rep("Candida glabrata", nrow(inter))	paste0("http://www.candidagenome.org/cgi-bin/locus.pl?dbid=", 
C4_05460C_A	OFD1	Ca22chr4A_C_albicans_SC5314	1192344	1190491	C	Putative prolyl hydroxylase family member; regulates Ume6p stability in response to oxygen; inhibited by hypoxia; repressed by prostaglandins; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194379
C4_05460C_B	OFD1	Ca22chr4B_C_albicans_SC5314	1192380	1190527	C	Putative prolyl hydroxylase family member; regulates Ume6p stability in response to oxygen; inhibited by hypoxia; repressed by prostaglandins; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195972
C4_05470C_A		Ca22chr4A_C_albicans_SC5314	1193984	1193789	C	Long terminal repeat (LTR); about 194 bp long, 14 copies per genome	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000185905
C4_05470C_B		Ca22chr4B_C_albicans_SC5314	1194020	1193825	C	Long terminal repeat (LTR); about 194 bp long, 14 copies per genome	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201402
C4_05480W_A		Ca22chr4A_C_albicans_SC5314	1194459	1200709	W	Repeat sequence of about 8 kb, part of the Major Repeat Sequence (MRS) on Chromosome 4; MRS units are found on most chromosomes; may serve as recombination hotspots	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183220
C4_05480W_B		Ca22chr4B_C_albicans_SC5314	1194495	1200744	W	Repeat sequence of about 8 kb, part of the Major Repeat Sequence (MRS) on Chromosome 4; MRS units are found on most chromosomes; may serve as recombination hotspots	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198559
C4_05490W_A		Ca22chr4A_C_albicans_SC5314	1194459	1208712	W	Major Repeat Sequence (MRS) on Chromosome 4; MRS units are composed of variable numbers of RPS units flanked by HOK and RB2 sequences; found on most chromosomes; may serve as recombination hot spot	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000188385
C4_05490W_B		Ca22chr4B_C_albicans_SC5314	1194495	1208747	W	Major Repeat Sequence (MRS) on Chromosome 4; MRS units are composed of variable numbers of RPS units flanked by HOK and RB2 sequences; found on most chromosomes; may serve as recombination hot spot	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000175899
C4_05500C_A		Ca22chr4A_C_albicans_SC5314	1198370	1195420	C	Ca3 region on Chromosome 4; Ca3 is a large dispersed repeat sequence utilized as species-specific and strain-specific RFLP probe	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181157
C4_05500C_B		Ca22chr4B_C_albicans_SC5314	1198415	1195456	C	Ca3 region on Chromosome 4; Ca3 is a large dispersed repeat sequence utilized as species-specific and strain-specific RFLP probe	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000189612
C4_05510W_A		Ca22chr4A_C_albicans_SC5314	1200700	1202573	W	Repeat sequence of about 2 kb on Chromosome 4, about 60 copies are found in tandem repeats on most chromosomes; RPS units flanked by conserved HOK and RB2 sequences form Major Repeat Sequence (MRS); may serve as recombination hot spot	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181426
C4_05510W_B		Ca22chr4B_C_albicans_SC5314	1200744	1202617	W	Repeat sequence of about 2 kb on Chromosome 4, about 60 copies are found in tandem repeats on most chromosomes; RPS units flanked by conserved HOK and RB2 sequences form Major Repeat Sequence (MRS); may serve as recombination hot spot	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000200597
C4_05520W_A		Ca22chr4A_C_albicans_SC5314	1202575	1208703	W	Repeat sequence of about 6 kb, part of the Major Repeat Sequence (MRS) on Chromosome 4; MRS units are found on most chromosomes; may serve as recombination hotspots	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186463
C4_05520W_B		Ca22chr4B_C_albicans_SC5314	1202619	1208724	W	Repeat sequence of about 6 kb, part of the Major Repeat Sequence (MRS) on Chromosome 4; MRS units are found on most chromosomes; may serve as recombination hotspots	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198604
C4_05530W_A	FGR6-10	Ca22chr4A_C_albicans_SC5314	1204629	1206167	W	Protein lacking an ortholog in S. cerevisiae; member of a family encoded by FGR6-related genes in the RB2 repeat sequence; transposon mutation affects filamentous growth	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181584
C4_05530W_B	FGR6-10	Ca22chr4B_C_albicans_SC5314	1204651	1206189	W	Protein lacking an ortholog in S. cerevisiae; member of a family encoded by FGR6-related genes in the RB2 repeat sequence; transposon mutation affects filamentous growth	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000197914
C4_05540W_A	HOM3	Ca22chr4A_C_albicans_SC5314	1210137	1211771	W	Putative L-aspartate 4-P-transferase; fungal-specific (no human or murine homolog); regulated by Gcn2 and Gcn4; early-stage flow model biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181037
C4_05540W_B	HOM3	Ca22chr4B_C_albicans_SC5314	1210160	1211794	W	Putative L-aspartate 4-P-transferase; fungal-specific (no human or murine homolog); regulated by Gcn2 and Gcn4; early-stage flow model biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000200258
C4_05550C_A	GVP36	Ca22chr4A_C_albicans_SC5314	1212963	1211998	C	BAR domain protein; ocalizes to early and late Golgi vesicles; predicted role in adaptation to varying nutrient concentrations, fluid-phase endocytosis, actin cytoskeleton polarization and vacuole biogenesis; rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000197945
C4_05550C_B	GVP36	Ca22chr4B_C_albicans_SC5314	1212986	1212021	C	BAR domain protein; ocalizes to early and late Golgi vesicles; predicted role in adaptation to varying nutrient concentrations, fluid-phase endocytosis, actin cytoskeleton polarization and vacuole biogenesis; rat catheter biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000192819
C4_05560C_A	ARO9	Ca22chr4A_C_albicans_SC5314	1214982	1213411	C	Aromatic transaminase; Ehrlich fusel oil pathway of aromatic alcohol biosynthesis; Rim101-dependent pH-regulation (alkaline induced); Hap43-induced gene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000197694
C4_05560C_B	ARO9	Ca22chr4B_C_albicans_SC5314	1215002	1213431	C	Aromatic transaminase; Ehrlich fusel oil pathway of aromatic alcohol biosynthesis; Rim101-dependent pH-regulation (alkaline induced); Hap43-induced gene	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181899
C4_05570C_A	TUB4	Ca22chr4A_C_albicans_SC5314	1216962	1215386	C	Putative gamma-tubulin; induced upon adherence to polystyrene; transcript regulated by Nrg1 and Mig1; periodic mRNA expression, peak at cell-cycle S/G2 phase	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000188779
C4_05570C_B	TUB4	Ca22chr4B_C_albicans_SC5314	1216982	1215406	C	Putative gamma-tubulin; induced upon adherence to polystyrene; transcript regulated by Nrg1 and Mig1; periodic mRNA expression, peak at cell-cycle S/G2 phase	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000176848
C4_05580C_A		Ca22chr4A_C_albicans_SC5314	1218905	1217919	C	Secreted protein; exogenously expressed protein is a substrate for Kex2 processing in vitro; fluconazole-regulated; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000176097
C4_05580C_B		Ca22chr4B_C_albicans_SC5314	1218924	1217938	C	Secreted protein; exogenously expressed protein is a substrate for Kex2 processing in vitro; fluconazole-regulated; Spider biofilm induced	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000198661
C4_05590W_A		Ca22chr4A_C_albicans_SC5314	1221251	1229458	W	Ortholog of S. cerevisiae : YPR117W, C. glabrata CBS138 : CAGL0D04510g, C. dubliniensis CD36 : Cd36_45200, C. parapsilosis CDC317 : CPAR2_500480 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_120679	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000181003
C4_05590W_B		Ca22chr4B_C_albicans_SC5314	1221270	1229477	W	Ortholog of S. cerevisiae : YPR117W, C. glabrata CBS138 : CAGL0D04510g, C. dubliniensis CD36 : Cd36_45200, C. parapsilosis CDC317 : CPAR2_500480 and Candida tenuis NRRL Y-1498 : CANTEDRAFT_120679	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000175130
C4_05600W_A	GYP2	Ca22chr4A_C_albicans_SC5314	1230574	1233402	W	Ortholog(s) have GTPase activator activity, role in intracellular protein transport and cytoplasm localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194959
C4_05600W_B	GYP2	Ca22chr4B_C_albicans_SC5314	1230594	1233422	W	Ortholog(s) have GTPase activator activity, role in intracellular protein transport and cytoplasm localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183105
C4_05610C_A		Ca22chr4A_C_albicans_SC5314	1236879	1233748	C	Putative eisosome component role in proper eisosome assembly; upregulated in cyr1 null mutant	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187447
C4_05610C_B		Ca22chr4B_C_albicans_SC5314	1236902	1233771	C	Putative eisosome component role in proper eisosome assembly; upregulated in cyr1 null mutant	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195283
C4_05620C_A		Ca22chr4A_C_albicans_SC5314	1237799	1237338	C	Ortholog of C. dubliniensis CD36 : Cd36_45230, C. parapsilosis CDC317 : CPAR2_500450, Candida tenuis NRRL Y-1498 : CANTEDRAFT_103249 and Debaryomyces hansenii CBS767 : DEHA2C07524g	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174315
C4_05620C_B		Ca22chr4B_C_albicans_SC5314	1237822	1237361	C	Ortholog of C. dubliniensis CD36 : Cd36_45230, C. parapsilosis CDC317 : CPAR2_500450, Candida tenuis NRRL Y-1498 : CANTEDRAFT_103249 and Debaryomyces hansenii CBS767 : DEHA2C07524g	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000183123
C4_05630W_A		Ca22chr4A_C_albicans_SC5314	1238032	1238988	W	Putative RNA polymerase II subunit B44; heterozygous null mutant exhibits resistance to parnafungin in the C. albicans fitness test; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000186561
C4_05630W_B		Ca22chr4B_C_albicans_SC5314	1238058	1239014	W	Putative RNA polymerase II subunit B44; heterozygous null mutant exhibits resistance to parnafungin in the C. albicans fitness test; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195430
C4_05640C_A		Ca22chr4A_C_albicans_SC5314	1239897	1239058	C	Ortholog(s) have 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity and role in histidine biosynthetic process	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000175514
C4_05640C_B		Ca22chr4B_C_albicans_SC5314	1239923	1239084	C	Ortholog(s) have 1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity and role in histidine biosynthetic process	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187907
C4_05650W_A		Ca22chr4A_C_albicans_SC5314	1240101	1241087	W	Ortholog(s) have role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) and nucleolus localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182332
C4_05650W_B		Ca22chr4B_C_albicans_SC5314	1240128	1241114	W	Ortholog(s) have role in maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) and nucleolus localization	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191476
C4_05660C_A	BRN1	Ca22chr4A_C_albicans_SC5314	1243357	1241123	C	Putative condensin complex subunit; cell-cycle regulated periodic mRNA expression	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000196556
C4_05660C_B	BRN1	Ca22chr4B_C_albicans_SC5314	1243387	1241150	C	Putative condensin complex subunit; cell-cycle regulated periodic mRNA expression	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000187611
C4_05670W_A	YME1	Ca22chr4A_C_albicans_SC5314	1245541	1247604	W	Ortholog(s) have ATP-dependent peptidase activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000179642
C4_05670W_B	YME1	Ca22chr4B_C_albicans_SC5314	1245569	1247632	W	Ortholog(s) have ATP-dependent peptidase activity	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000200151
C4_05680W_A	PHO4	Ca22chr4A_C_albicans_SC5314	1249405	1251384	W	bHLH transcription factor of the myc-family; required for phosphate acquisition and for resistance to stresses; induced by Mnl1 under weak acid stress	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000201751
C4_05680W_B	PHO4	Ca22chr4B_C_albicans_SC5314	1249431	1251410	W	bHLH transcription factor of the myc-family; required for phosphate acquisition and for resistance to stresses; induced by Mnl1 under weak acid stress	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195693
C4_05690W_A	SEC23	Ca22chr4A_C_albicans_SC5314	1251904	1254192	W	Putative GTPase-activating protein; regulated upon yeast-hypha switch; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000192101
C4_05690W_B	SEC23	Ca22chr4B_C_albicans_SC5314	1251930	1254218	W	Putative GTPase-activating protein; regulated upon yeast-hypha switch; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000196378
C4_05700W_A	ZCF5	Ca22chr4A_C_albicans_SC5314	1256166	1259081	W	Zn(II)2Cys6 transcription factor; colony morphology-related gene regulation by Ssn6	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195192
C4_05700W_B	ZCF5	Ca22chr4B_C_albicans_SC5314	1256194	1259112	W	Zn(II)2Cys6 transcription factor; colony morphology-related gene regulation by Ssn6	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000182601
C4_05710W_A		Ca22chr4A_C_albicans_SC5314	1262533	1262723	W	Long terminal repeat (LTR) associated with the transposon Tca10; about 192 bp long, 11 copies per genome	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000188862
C4_05710W_B		Ca22chr4B_C_albicans_SC5314	1262563	1262753	W	Long terminal repeat (LTR) associated with the transposon Tca10; about 192 bp long, 11 copies per genome	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000197951
C4_05720W_A		Ca22chr4A_C_albicans_SC5314	1262625	1262957	W	Ortholog of Candida albicans WO-1 : CAWG_03251	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000199821
C4_05720W_B		Ca22chr4B_C_albicans_SC5314	1262655	1262987	W	Ortholog of Candida albicans WO-1 : CAWG_03251	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194729
C4_05730W_A		Ca22chr4A_C_albicans_SC5314	1263841	1264554	W	Adhesin-like protein; regulated by Tsa1, Tsa1B in minimal media at 37 deg; clade-associated gene expression; induced by alpha pheromone in SpiderM medium; Hap43-induced; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000191279
C4_05730W_B		Ca22chr4B_C_albicans_SC5314	1263870	1264583	W	Adhesin-like protein; regulated by Tsa1, Tsa1B in minimal media at 37 deg; clade-associated gene expression; induced by alpha pheromone in SpiderM medium; Hap43-induced; Spider biofilm repressed	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000179344
C4_05740C_A		Ca22chr4A_C_albicans_SC5314	1269063	1264732	C	Ortholog(s) have DNA binding, ubiquitin-protein transferase activity and role in histone catabolic process, histone ubiquitination, regulation of transcription from RNA polymerase II promoter in response to oxidative stress	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000180055
C4_05740C_B		Ca22chr4B_C_albicans_SC5314	1269094	1264763	C	Ortholog(s) have DNA binding, ubiquitin-protein transferase activity and role in histone catabolic process, histone ubiquitination, regulation of transcription from RNA polymerase II promoter in response to oxidative stress	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195715
C4_05750C_A	LEA1	Ca22chr4A_C_albicans_SC5314	1270375	1269674	C	Predicted component of U2 snRNP; induced by alpha pheromone in SpiderM medium	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000184113
C4_05750C_B	LEA1	Ca22chr4B_C_albicans_SC5314	1270403	1269702	C	Predicted component of U2 snRNP; induced by alpha pheromone in SpiderM medium	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000195233
C4_05760W_A	CGT1	Ca22chr4A_C_albicans_SC5314	1270621	1271970	W	mRNA 5' guanylyltransferase; small subunit of mRNA capping enzyme; binds an RNA Pol II C-terminal domain peptide; Cet1p and Cgt1p form a 2:1 complex; functional homolog of S. cerevisiae Ceg1p	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000174743
C4_05760W_B	CGT1	Ca22chr4B_C_albicans_SC5314	1270649	1271998	W	mRNA 5' guanylyltransferase; small subunit of mRNA capping enzyme; binds an RNA Pol II C-terminal domain peptide; Cet1p and Cgt1p form a 2:1 complex; functional homolog of S. cerevisiae Ceg1p	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000194162
C4_05770C_A	CFL1	Ca22chr4A_C_albicans_SC5314	1274483	1272201	C	Protein similar to ferric reductase Fre10p; possible functional homolog of S. cerevisiae Fre1p (reports differ); transcription is negatively regulated by Sfu1p, copper, amphotericin B, caspofungin; induced by ciclopirox olamine	Candida glabrata	http://www.candidagenome.org/cgi-bin/locus.pl?dbid=CAL0000193490
